Comedy Drama Romance,https://m.media-amazon.com/images/M/MV5BY2E4MmYyZGItMzA0NC00MDA4LThjZTktZjVmYTJkMGQ0NGE3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,tt0108451,"Caroline, a young waitress who seems to have bad taste in men, is on her way home one night when thugs attempt to rape her. Adam, the mysterious busboy who works at the same diner, helps fight off the assailants, and she begins a relationship with him -- but not all their fellow Minnesotans are happy for them. Meanwhile, the couple face their own difficulties when Caroline finds about Adam's past, including his unique health condition.",2.793103448,12/02/93,102,Untamed Heart
Thriller Drama Mystery,https://m.media-amazon.com/images/M/MV5BZTY4ZGE2ZmEtNWE2My00MGVmLTkwN2MtOWU3YTJkNjMwMzk3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,tt0108473,"A young woman (Sandra Bullock) mysteriously disappears, sending her boyfriend Jeff (Kiefer Sutherland) on a years-long quest to find her. Not even a new love (Nancy Travis) can keep him from his obsessive search. All the while, the calculating psychopath (Jeff Bridges) who kidnapped his girlfriend stalks Jeff, ultimately taking him through the exact same steps that led to the crime. In order to find out what happened, Jeff must put his own life in the hands of this devious stranger.",2.479947403,5/02/93,109,The Vanishing
Music Comedy,https://m.media-amazon.com/images/M/MV5BZTdhODcyMGMtMzg3NC00MTViLWJiZjktZWIyY2NhNWZhYzUxXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,tt0108525,"A message from Jim Morrison in a dream prompts cable access TV stars Wayne and Garth to put on a rock concert, ""Waynestock,"" with Aerosmith as headliners. But amid the preparations, Wayne frets that a record producer is putting the moves on his girlfriend, Cassandra, while Garth handles the advances of mega-babe Honey Hornee.",3.859748683,10/12/93,95,Wayne's World 2
Comedy,https://m.media-amazon.com/images/M/MV5BNWIxNWEwYjUtZjA4ZS00ZDFlLTg1M2QtMDUxMDNmM2JmMWQ1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0108539,"Everybody's favorite stiff is back! Working fools Larry Wilson and Richard Parker have uncovered a dirty, little secret: Their former boss, Bernie Lomax, embezzled $2 million and placed it in a safe deposit box in the Caribbean. Now, the boys are ready to go after the loot, but they can't do it alone -- they need poor Bernie's help. Can the buddies give their ex-boss new life?",3.611111111,9/07/93,97,Weekend at Bernie's II
Romance Drama,https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0108550,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",3.19218302,17/12/93,118,What's Eating Gilbert Grape
Drama,https://m.media-amazon.com/images/M/MV5BNWIxMGQwMmUtYzZiZi00MGFmLTg3OTAtMTczZWNlMzliNGIxXkEyXkFqcGdeQXVyOTc5MDI5NjE@._V1_SX300.jpg,tt0108583,"A dramatization, in modern theatrical style, of the life and thought of the Viennese-born, Cambridge-educated philosopher Ludwig Wittgenstein (1889-1951), whose principal interest was the nature and limits of language. A series of sketches depict the unfolding of his life from boyhood, through the era of the first World War, to his eventual Cambridge professorship and association with Bertrand Russell and John Maynard Keynes. The emphasis in these sketches is on the exposition of the ideas of Wittgenstein, a homosexual, and an intuitive, moody, proud, and perfectionistic thinker generally regarded as a genius.",3.466666667,26/03/93,75,Wittgenstein
Animation Comedy Family,https://m.media-amazon.com/images/M/MV5BNDBmNGU4MTEtMmI2Mi00NjU1LTgxNTktMDQ1MDE0Y2MwMjYwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,tt0108598,"Gromit finds himself being pushed out of his room and home by a new lodger who is actually a ruthless criminal (and a small penguin). The penguin is planning a robbery and needs to use Wallace and his mechanical remote controlled trousers to pull off the raid. However, Gromit is wise to the penguin and comes to the rescue.",3.501259446,17/12/93,30,The Wrong Trousers
Drama Romance,https://m.media-amazon.com/images/M/MV5BYjY3YmMyY2QtYjQ5NC00MGFjLTk2OGUtZTNkMzRkOTZkYWE4XkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SX300.jpg,tt0108915,"The greatest love story ever told began with Gone with the Wind and continues in this sweeping epic sequel, as Scarlett, Rhett and a host of unforgettable characters go from tragedy to triumph in an action-packed saga of international scope",2.5,13/11/94,360,Scarlett
Drama History War,https://m.media-amazon.com/images/M/MV5BMjEwNTU0Mjg3Ml5BMl5BanBnXkFtZTcwNTkxNjA0MQ@@._V1_SX300.jpg,tt0108956,"Based upon the actual cables between Washington, London and Moscow during the Second World War, this TV-movie examines the relationship between the leaders of these countries throughout the conflict. Franklin D. Roosevelt (John Lithgow), Winston Churchill (Bob Hoskins) and Joseph Stalin (Michael Caine), spring to life as real but imperfect people who nevertheless are great leaders fighting a great war.",2.583333333,18/04/94,115,World War II: When Lions Roared
Drama,https://m.media-amazon.com/images/M/MV5BZmZlY2E1NWEtMjNhMS00OGQ2LWFmOTctODY1MDQ0ZDkzNTU2XkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_SX300.jpg,tt0109036,"This engrossing dramatization of the life of Abraham, the most tested servant of God and the father of Judaism, spans from the patriarch's quest for the Promised Land to the sacrifice of his son, Isaac.",2.322513129,3/04/94,175,Abraham
Comedy Mystery,https://m.media-amazon.com/images/M/MV5BYmVhNmFmOGYtZjgwNi00ZGQ0LThiMmQtOGZjMDUzNzJhMGIzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,tt0109040,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!",3.094650206,4/02/94,86,Ace Ventura: Pet Detective
Drama Comedy,https://m.media-amazon.com/images/M/MV5BMTc5MDU1NzcyN15BMl5BanBnXkFtZTcwMDA0ODYyNA@@._V1_SX300.jpg,tt0109045,"Two drag-queens and a transsexual contract to perform a drag show at a resort in Alice Springs, a resort town in the remote Australian desert. They head west from Sydney aboard their lavender bus, Priscilla. En route, it is discovered that the woman they've contracted with is the wife of one of the drag queens. Their bus breaks down, and is repaired by Bob, who travels on with them.",3.279256172,31/05/94,104,The Adventures of PriscillaU+002CQueen of the Desert
Adventure Action Thriller,https://m.media-amazon.com/images/M/MV5BMTY0MTg3MjQwOF5BMl5BanBnXkFtZTcwNjkzNjgxMQ@@._V1_SX300.jpg,tt0109125,Undercover cop Jo Alwood (Maria Ford) is out to avenge her sisters death at the hands of a serial killer.,3.5,1/01/94,86,Angel of Destruction
Action Comedy Crime,https://m.media-amazon.com/images/M/MV5BMjNhYWQ2ZDEtOGIzZC00ZDZlLWIxZDgtZjZmODRjMTc3OGZmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,tt0109254,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring â€“ and it's run by the same gang that shot Billy's boss.",4.059446839,24/05/94,104,Beverly Hills Cop III
Mystery Crime Drama Thriller,https://m.media-amazon.com/images/M/MV5BZDc4ZTA5MjktOTk1MC00OTY4LWE0NjItZDk5YTM0NGNhYTlhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0109297,"Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't ""remember"" what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her.",3.527586207,26/01/94,106,Blink
Drama Action Thriller,https://m.media-amazon.com/images/M/MV5BNjA4M2JhZWUtY2ZlNi00YzExLWE1YzEtNTY3Y2E2MzQwOTFjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0109303,Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows.,3.379576108,1/07/94,121,Blown Away
Comedy,https://m.media-amazon.com/images/M/MV5BZWI5ZmY5MDMtOWJkYy00YjJlLWI1MDctMjMwZDI3NTY4YmJlXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,tt0109361,"A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat, and faces the wrath of a crew that considers him bad luck.",3.219653179,7/01/94,80,Cabin Boy
Thriller Horror,https://m.media-amazon.com/images/M/MV5BNTkzNmMzNmMtZDQ0Ny00YjMwLWE1ZWMtNzI2ZmQzMmJkZGVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0109415,"Two young Gatlin residents are orphaned after the younger brother kills their father. The terror of Gatlin goes urban when the two boys are placed in the custody of two foster parents in the city. The younger brother takes some corn seeds along for the road and plants them in the courtyard of an abandoned warehouse, bringing ""He Who Walks Behind the Rows"" to the city.",3,12/09/95,92,Children of the Corn III: Urban Harvest
Mystery Thriller,https://m.media-amazon.com/images/M/MV5BYTljMGM5YWItYjViZC00MWI3LWI3ZWEtYjNiMTI4NjExYzFlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0109417,"Detective Kyle Bodine falls for Rachel Munro who is trapped in a violent marriage. After shooting her husband, Kyle relucantly agrees to help hide the body, but Kyle's partner is showing an unusual flair for finding clues.",3.5,4/03/94,99,China Moon
Comedy,https://m.media-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0109445,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",2.931818182,13/09/94,92,Clerks
Comedy Family,https://m.media-amazon.com/images/M/MV5BODAwYzRlODEtMmE4Yy00NDQ2LWFlYTAtODk3OTIzZDJjNjU2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,tt0109447,"When his brother asks him to look after his young son, Clifford, Martin Daniels agrees, taking the boy into his home and introducing him to his future wife, Sarah. Clifford is fixated on the idea of visiting a famed theme park, and Martin, an engineer who helped build the park, makes plans to take him. But, when Clifford reveals himself to be a first-rate brat, his uncle goes bonkers, and a loony inter-generational standoff ensues.",2.492718447,1/04/94,89,Clifford
Drama Mystery Romance Thriller,https://m.media-amazon.com/images/M/MV5BMzU2MGJmMWUtZDU3Zi00NDE1LTliMWQtN2E2ZDVmOTBkZjNmXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,tt0109456,"When New York psychiatrist Bill Capa visits Los Angeles to take over his murdered colleague's therapy group, he finds himself embroiled in the thick of a mystery when he bumps into Rose and begins a torrid affair.",3.191422378,19/08/94,121,Color of Night
Documentary,https://m.media-amazon.com/images/M/MV5BNmQ5ZjEyMWItYzFjOC00YzQxLTk2ZTYtMWQzNTg1MWY2NmI3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0109508,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.",3.624401914,10/09/94,119,Crumb
Action Horror ScienceFiction Thriller,https://m.media-amazon.com/images/M/MV5BYzc4NDFjODgtNTA3NS00NmZhLTk0M2UtYzhhMzBmMzcwMjVkXkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_SX300.jpg,tt0109575,"Chaank Armaments is experimenting with the ultimate fighting machine which is part human - part machine. So far, the Hardman project has been unreliable and has killed a number of innocent people. The genius behind this project is Jack who lives in a world of models, toys and magazines. When he is fired by Cale for killing a few corporate officers, he unleashes the ultimate killing machine called the 'Warbeast' against Cale and those who would help her.",2.581589108,23/12/94,117,Death Machine
Drama Romance,https://m.media-amazon.com/images/M/MV5BNDY0MGI3N2QtYTczNS00YTI5LWE2ZjAtNTY4MWJmZjdhMTRlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,tt0109593,"A struggling American writer and a fellow American expatriate begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II.",2.95,9/06/95,99,Delta of Venus
Drama Thriller Crime Mystery Romance,https://m.media-amazon.com/images/M/MV5BNGQxNTFkNjUtM2EwNi00ZThlLTkzMDItODhkMDIyYzM1Y2MzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0109635,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",3.310193133,9/12/94,123,Disclosure
Action Adventure Thriller,https://m.media-amazon.com/images/M/MV5BNGUyMWNjNGYtZmNhNS00MGQxLTlmYmMtNDE0NDhhNDk3ZTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0109676,A team of skydiving crooks led by DEA-agent-turned-bad Ty Moncrief (Busey) specialize in landing on police roofs and breaking in so their evil computer nerd can steal undercover agents' files and sell them to drug lords. Federal Marshal Pete Nessip (Snipes) lost a brother to this crew and learns skydiving with the help of tough-but-lovable instructor Jessie Crossmann (Butler) so he can track them down.,3.556455345,8/12/94,101,Drop Zone
Comedy Drama History,https://m.media-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0109707,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",3.54744255,27/09/94,127,Ed Wood
Fantasy Comedy Family,https://m.media-amazon.com/images/M/MV5BYzY0ZTk4YzctNzYzNy00ZDQ0LTg2Y2ItZTQyYzQxMjQwMDc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,tt0109813,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,2.310038119,26/05/94,91,The Flintstones
Comedy Drama Romance,https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0109830,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",3.326441785,6/07/94,142,Forrest Gump
Comedy Drama Romance,https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_SX300.jpg,tt0109831,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,3.4921875,9/03/94,117,Four Weddings and a Funeral
Drama Horror ScienceFiction Romance,https://m.media-amazon.com/images/M/MV5BOWNjMGQ2NTYtNWZlMS00Nzk4LWE5ZDQtNWFhZDk0ZWM3ODc4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0109836,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",3.284671533,4/11/94,123,Mary Shelley's Frankenstein
Drama Action Thriller,https://m.media-amazon.com/images/M/MV5BNGY5YjhmMjYtMGMwZS00ZjUyLTk1NWMtNTA5YWVhM2I5MjE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0109890,"Doc McCoy is put in prison because his partners chickened out and flew off without him after exchanging a prisoner with a lot of money. Doc knows Jack Benyon, a rich ""business""-man, is up to something big, so he tells his wife (Carol McCoy) to tell him that he's for sale if Benyon can get him out of prison. Benyon pulls some strings and Doc McCoy is released again. Unfortunately he has to cooperate with the same person that got him to prison.",3.546996345,11/02/94,115,The Getaway
